status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The prime minister of Pakistan, whose coalition has lost support in the National Assembly, claimed the coming vote was a conspiracy between opposition lawmakers and the United States.",https://www.nytimes.com/2022/04/02/world/asia/imran-khan-pakistan-no-confidence.html,"The prime minister of Pakistan, whose coalition has lost support in the National Assembly, claimed the coming vote was a conspiracy between opposition lawmakers and the United States.","ISLAMABAD, Pakistan — Less than a day from a no-confidence vote that will almost certainly remove him from office, Prime Minister Imran Khan of Pakistan said that he would not accept the result of the vote, dismissing it as part of an American conspiracy against him and setting the stage for the country’s political crisis to drag on far beyond Sunday, as Mr. Khan fights to remain in politics.",The New York Times,,,2022-04-02T18:04:40+0000,article,Foreign,World,News,nyt://article/0231fa8c-b315-5187-b05e-49b2026887f1,1006,nyt://article/0231fa8c-b315-5187-b05e-49b2026887f1,A,6,Asia Pacific,"Claiming No-Confidence Vote Is Compromised, Imran Khan Says He Won’t Accept Result",NA,NA,"Claiming Conspiracy, Pakistan Leader Vows to Dismiss No-Confidence Vote",NA,NA,NA,By Christina Goldbaum and Salman Masood,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"After Russia ordered its military into Ukraine, Chancellor Olaf Scholz suspended a natural gas pipeline connecting Germany to Russia.",https://www.nytimes.com/2022/02/22/business/nord-stream-russia-putin-germany.html,"After Russia ordered its military into Ukraine, Chancellor Olaf Scholz suspended a natural gas pipeline connecting Germany to Russia.","BERLIN — As recently as December, Olaf Scholz, the German chancellor, considered the new natural gas pipeline connecting Russia to the German seacoast a strictly “private-sector project” that had no role in political discussions.",The New York Times,,,2022-02-22T22:51:26+0000,article,Business,Business Day,News,nyt://article/02322002-d38a-5dfe-a82c-456a322b47ae,1049,nyt://article/02322002-d38a-5dfe-a82c-456a322b47ae,B,1,NA,"Germany Responds to Russia, Halting Nord Stream 2 Pipeline",NA,NA,Crisis Felt in Energy Markets,NA,NA,NA,By Melissa Eddy,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Plus: eerie fashion photography, a piercing studio and more recommendations from T Magazine.",https://www.nytimes.com/2022/05/12/t-magazine/barcelona-hotel-elizaveta-porodina.html,"Plus: eerie fashion photography, a piercing studio and more recommendations from T Magazine.","Welcome to the T List, a newsletter from the editors of T Magazine. Each week, we share things we’re eating, wearing, listening to or coveting now. Sign up here to find us in your inbox every Wednesday. And you can always reach us at tlist@nytimes.com.",The New York Times,,,2022-05-12T13:00:07+0000,article,Chinese,T Magazine,News,nyt://article/0232e5bd-937e-5a76-984f-2459e17dfa05,1187,nyt://article/0232e5bd-937e-5a76-984f-2459e17dfa05,NA,NA,NA,"In Barcelona, a New Hotel and Hub for Creative Types",NA,NA,NA,NA,NA,NA,NA,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A sleek newcomer, the Pina Pro, is appearing on droves of outdoor tables in the city — and sometimes disappearing, as diners fall for its mellow glow.",https://www.nytimes.com/2022/08/11/dining/table-lamp-nyc-restaurants.html,"A sleek newcomer, the Pina Pro, is appearing on droves of outdoor tables in the city — and sometimes disappearing, as diners fall for its mellow glow.","She’s tall and svelte, with a sleek conical hat. She frequents New York City’s most coveted restaurant tables. She lights up a room.",The New York Times,,,2022-08-11T18:17:50+0000,article,Dining,Food,News,nyt://article/0232e8d3-3695-5478-9b52-cc5740aaeb49,828,nyt://article/0232e8d3-3695-5478-9b52-cc5740aaeb49,D,5,NA,The Lamp That’s Taking Over New York,NA,NA,The Lamp That’s Taking Over New York,NA,NA,NA,By Priya Krishna,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The prolific French director François Ozon puts a metatextual spin on “The Bitter Tears of Petra von Kant,” the classic German tale of amour fou.",https://www.nytimes.com/2022/09/01/movies/peter-von-kant-review.html,"The prolific French director François Ozon puts a metatextual spin on “The Bitter Tears of Petra von Kant,” the classic German tale of amour fou.","With “Peter Von Kant,” the prolific French director François Ozon pays homage to one of his most enduring influences, the New German Cinema icon Rainer Werner Fassbinder, nearly 20 films after first adapting a Fassbinder play with his early feature, “Water Drops on Burning Rocks” (2000).",The New York Times,,,2022-09-01T13:02:13+0000,article,Weekend,Movies,Review,nyt://article/023358b9-a956-55e8-8e64-3f53113ac971,363,nyt://article/023358b9-a956-55e8-8e64-3f53113ac971,C,5,NA,‘Peter Von Kant’ Review: Fassbinder and Friends,NA,NA,Peter Von Kant,NA,NA,NA,By Beatrice Loayza,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"“The Forever Prisoner,” by Cathy Scott-Clark and Adrian Levy, tells the story of a man who has been held captive by the C.I.A. for 20 years.",https://www.nytimes.com/2022/04/12/books/review/the-forever-prisoner-cathy-scott-clark-adrian-levy.html,"“The Forever Prisoner,” by Cathy Scott-Clark and Adrian Levy, tells the story of a man who has been held captive by the C.I.A. for 20 years.",THE FOREVER PRISONERThe Full and Searing Account of the C.I.A.’s Most Controversial Covert ProgramBy Cathy Scott-Clark and Adrian Levy,The New York Times,,,2022-04-12T09:00:04+0000,article,BookReview,Books,Review,nyt://article/02335d22-7353-55c6-8470-1d87a5357389,1002,nyt://article/02335d22-7353-55c6-8470-1d87a5357389,BR,8,Book Review,The Appalling Treatment of a Prisoner at Guantánamo,nonfiction,NA,Throwing Away the Key,NA,NA,NA,By Robert F. Worth,,NA,150930,1090,55
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,A special House election will also be held in Ohio to replace a retiring Republican congressman.,https://www.nytimes.com/2024/06/11/us/politics/primaries-maine-south-carolina-nevada-north-dakota.html,A special House election will also be held in Ohio to replace a retiring Republican congressman.,"The presidential primary season is over, but down-ballot primaries are still happening across the country. Candidates will be on the ballot on Tuesday in five states: South Carolina, Nevada, Maine, North Dakota and Ohio, where a special House race will take place.",The New York Times,,,2024-06-11T13:03:57+0000,article,Politics,U.S.,News,nyt://article/0233b61f-d6a9-554a-a2c6-61c11af31522,678,nyt://article/0233b61f-d6a9-554a-a2c6-61c11af31522,NA,NA,Politics,"What to Watch in Primaries in Maine, South Carolina, Nevada and North Dakota",NA,NA,NA,NA,NA,NA,By Chris Cameron,,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Santtu-Matias Rouvali, a contender for the podium at the New York Philharmonic, spends as much free time as possible at home in rural Finland.",https://www.nytimes.com/2022/07/29/arts/music/santtu-matias-rouvali.html,"Santtu-Matias Rouvali, a contender for the podium at the New York Philharmonic, spends as much free time as possible at home in rural Finland.","YLÖJÄRVI, Finland — “Here I grow peas,” the conductor Santtu-Matias Rouvali said, gesturing to a plot of land the size of a small room. “Why? I just love fresh peas.”",The New York Times,,,2022-07-29T14:00:12+0000,article,Arts&Leisure,Arts,News,nyt://article/0233c6c9-94aa-5fd1-bcb6-b924fbd44951,1735,nyt://article/0233c6c9-94aa-5fd1-bcb6-b924fbd44951,AR,6,Music,"A Conductor Who Knows His Way Around a Score, and a Farm",NA,NA,Happy on the Farm Or on the Podium,NA,NA,NA,By Joshua Barone,,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Quotation of the Day for Friday, December 7, 2023.",https://www.nytimes.com/2023/12/08/pageoneplus/quotation-of-the-day-hot-glazed-donuts-on-the-menu-for-parisians-how-sweet-it-is.html,"Quotation of the Day for Friday, December 7, 2023.",“I’ll be late. But at least I’ll have doughnuts for my colleagues.”,The New York Times,,,2023-12-08T05:00:28+0000,article,Summary,Corrections,Quote,nyt://article/02344f58-0755-583b-820d-cc351d954d01,32,nyt://article/02344f58-0755-583b-820d-cc351d954d01,A,2,NA,"Quotation of the Day: Hot Glazed Donuts on the Menu: For Parisians, How Sweet It Is.",NA,NA,Quote of the Day,NA,NA,NA,NA,,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,We reported alongside Ukrainians making their escape from Russia’s increasingly brutal invasion.,https://www.nytimes.com/2022/12/26/podcasts/the-daily/ukraine-refugees-kyiv-lviv.html,We reported alongside Ukrainians making their escape from Russia’s increasingly brutal invasion.,"This week, The Daily is revisiting some of our favorite episodes of the year and checking in on what has happened in the time since they first ran.",The New York Times,,,2022-12-26T11:00:09+0000,article,Podcasts,Podcasts,News,nyt://article/02347558-71bb-5ee1-b9b3-1090267d5dec,374,nyt://article/02347558-71bb-5ee1-b9b3-1090267d5dec,NA,NA,The Daily,On the Road With Ukraine’s Refugees: An Update,NA,NA,NA,NA,NA,NA,"By Sabrina Tavernise, Lynsea Garrison, Sydney Harper, Kaitlin Roberts, Mike Benoist, Anita Badejo, Marion Lozano, Chris Wood, Corey Schreppel and Dan Farrell",,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,American strategists say Ukraine’s troops are too spread out and need to concentrate along the counteroffensive’s main front in the south.,https://www.nytimes.com/2023/08/22/us/politics/ukraine-counteroffensive-russia-war.html,American strategists say Ukraine’s troops are too spread out and need to concentrate along the counteroffensive’s main front in the south.,"Ukraine’s grinding counteroffensive is struggling to break through entrenched Russian defenses in large part because it has too many troops, including some of its best combat units, in the wrong places, American and other Western officials say.",The New York Times,,,2023-08-22T17:43:24+0000,article,Washington,U.S.,News,nyt://article/0234860d-2538-5ceb-a93e-43ea71886e3c,1523,nyt://article/0234860d-2538-5ceb-a93e-43ea71886e3c,A,1,Politics,"Ukraine’s Forces and Firepower Are Misallocated, U.S. Officials Say",NA,NA,"Troop Positions Preventing Gains By Kyiv, U.S. Says",NA,NA,NA,"By Eric Schmitt, Julian E. Barnes, Helene Cooper and Thomas Gibbons-Neff",,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Zap Energy said its experimental reactor core was ready for a milestone test. Skeptics routinely question whether the technology is currently possible.,https://www.nytimes.com/2022/06/22/technology/fusion-zap-energy.html,Zap Energy said its experimental reactor core was ready for a milestone test. Skeptics routinely question whether the technology is currently possible.,"Zap Energy, a fusion energy start-up working on a low-cost path to producing electricity commercially, said last week that it had taken an important step toward testing a system its researchers believe will eventually produce more electricity than it consumes.",The New York Times,,,2022-06-22T09:00:37+0000,article,Business,Technology,News,nyt://article/0236822f-5c02-5bd9-aa0d-353eaca5417f,1027,nyt://article/0236822f-5c02-5bd9-aa0d-353eaca5417f,B,4,NA,A Big Step Toward Fusion Energy Is Hailed by a Seattle Start-Up,NA,NA,A Seattle Start-Up Claims a Big Step For Fusion Energy,NA,NA,NA,By John Markoff,,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A light dusting of snow coated many parts of Johannesburg on Monday, driving children and adults to nearby parks and playgrounds.",https://www.nytimes.com/2023/07/12/world/africa/south-africa-snow-johannesburg.html,"A light dusting of snow coated many parts of Johannesburg on Monday, driving children and adults to nearby parks and playgrounds.","Snow fell in Johannesburg this week for the first time in more than a decade, causing a flurry of activity among residents eager to see the rare winter wonderland.",The New York Times,,,2023-07-12T11:30:26+0000,article,Express,World,News,nyt://article/02374ee1-fe69-5848-a220-19506f3c25a1,340,nyt://article/02374ee1-fe69-5848-a220-19506f3c25a1,NA,NA,Africa,Johannesburg Sees First Snowfall in Over a Decade. Residents Flock to the Flakes.,NA,NA,NA,NA,NA,NA,By Derrick Bryson Taylor,,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Patek Philippe, Vacheron Constantin, and A. Lange and Söhne are among the brands that recently introduced new models.",https://www.nytimes.com/2023/04/04/fashion/watches-patek-philippe-vacheron-constantin-switzerland.html,"Patek Philippe, Vacheron Constantin, and A. Lange and Söhne are among the brands that recently introduced new models.","The doors have closed for another year on Switzerland’s big annual watch fair, Watches and Wonders Geneva, leaving retailers, consumers and weary critics to sift through hundreds of new references for indications of trend, excellence and — to use tortured brand-speak — desirability. Despite a good turnout of almost 50 watch companies in Geneva, some of the big players like Audemars Piguet, Dior and Louis Vuitton stayed away. So we should turn our gaze on some of their offerings, too.",International New York Times,,,2023-04-04T09:00:44+0000,article,SpecialSections,Fashion & Style,News,nyt://article/02381513-72f2-5526-a248-17184d60ebeb,1507,nyt://article/02381513-72f2-5526-a248-17184d60ebeb,S,8,NA,Watch Wonders Never Cease,NA,NA,Watch wonders never cease,NA,NA,NA,By Robin Swithinbank,,NA,150930,1100,72
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"As she scrubs centuries’ worth of dirt and mold off gravestones, Katie DeRaddo tells her TikTok followers the stories of those buried beneath them.",https://www.nytimes.com/2024/10/27/nyregion/gravestones-cemeteries-gravetok.html,"As she scrubs centuries’ worth of dirt and mold off gravestones, Katie DeRaddo tells her TikTok followers the stories of those buried beneath them.","Greenvale Rural Cemetery sits beside the Erie Canal in Fairport, N.Y., a suburb of Rochester. Massive oak trees cast leafy shade over the rows of graves — large tombstones, mausoleums, slanted markers and plaques.",The New York Times,,,2024-10-27T07:00:26+0000,article,Metro,New York,News,nyt://article/0238311b-031b-5afa-8c8c-0d0f3716e2f5,1088,nyt://article/0238311b-031b-5afa-8c8c-0d0f3716e2f5,A,12,NA,"Removing Moss and Grime From Gravestones, She Reveals Forgotten History",NA,NA,She Scours Gravestones To Uncover Lost History,NA,NA,NA,By Claire Fahy,,NA,150930,1100,72
